  0.  0.234608924
  0.05  0.234514725
  0.1  0.234232335
  0.15  0.233762377
  0.2  0.233105881
  0.25  0.232264291
  0.3  0.23123945
  0.35  0.2300336
  0.4  0.228649373
  0.45  0.227089781
  0.5  0.225358208
  0.55  0.223458396
  0.6  0.221394435
  0.65  0.219170748
  0.7  0.216792077
  0.75  0.214263468
  0.8  0.211590253
  0.85  0.208778033
  0.9  0.205832662
  0.95  0.202760224
  1.  0.199567019
  1.05  0.196259538
  1.1  0.192844445
  1.15  0.189328556
  1.2  0.185718818
  1.25  0.182022286
  1.3  0.178246105
  1.35  0.174397485
  1.4  0.170483683
  1.45  0.166511977
  1.5  0.162489652
  1.55  0.158423971
  1.6  0.154322162
  1.65  0.150191393
  1.7  0.146038755
  1.75  0.141871244
  1.8  0.137695739
  1.85  0.133518991
  1.9  0.1293476
  1.95  0.125188001
  2.  0.121046452
  2.05  0.116929016
  2.1  0.112841552
  2.15  0.108789699
  2.2  0.104778866
  2.25  0.100814224
  2.3  0.0969006946
  2.35  0.0930429434
  2.4  0.0892453727
  2.45  0.0855121161
  2.5  0.0818470335
  2.55  0.0782537075
  2.6  0.0747354412
  2.65  0.0712952565
  2.7  0.0679358935
  2.75  0.0646598116
  2.8  0.0614691902
  2.85  0.0583659318
  2.9  0.0553516652
  2.95  0.0524277498
  3.  0.0495952803
  3.05  0.046855093
  3.1  0.0442077722
  3.15  0.0416536573
  3.2  0.039192851
  3.25  0.0368252274
  3.3  0.0345504416
  3.35  0.0323679384
  3.4  0.0302769628
  3.45  0.0282765701
  3.5  0.0263656364
  3.55  0.0245428694
  3.6  0.0228068196
  3.65  0.0211558912
  3.7  0.0195883538
  3.75  0.0181023531
  3.8  0.0166959226
  3.85  0.0153669948
  3.9  0.014113412
  3.95  0.0129329375
  4.  0.0118232663
  4.05  0.0107820355
  4.1  0.00980683434
  4.15  0.00889521416
  4.2  0.0080446977
  4.25  0.00725278795
  4.3  0.00651697653
  4.35  0.00583475129
  4.4  0.00520360323
  4.45  0.0046210323
  4.5  0.00408455198
  4.55  0.0035916919
  4.6  0.00313999782
  4.65  0.00272702703
  4.7  0.00235033605
  4.75  0.00200745339
  4.8  0.00169582041
  4.85  0.0014126538
  4.9  0.0011545713
  4.95  0.000916203203
  5.  0.000673794708
  5.05  0.
