  0.  0.675465384
  0.01  0.675404499
  0.02  0.675221861
  0.03  0.67491753
  0.04  0.674491603
  0.05  0.673944215
  0.06  0.67327554
  0.07  0.672485792
  0.08  0.671575221
  0.09  0.670544119
  0.1  0.669392812
  0.11  0.668121666
  0.12  0.666731086
  0.13  0.665221511
  0.14  0.663593422
  0.15  0.661847334
  0.16  0.659983799
  0.17  0.658003406
  0.18  0.655906781
  0.19  0.653694585
  0.2  0.651367514
  0.21  0.6489263
  0.22  0.64637171
  0.23  0.643704544
  0.24  0.640925637
  0.25  0.638035857
  0.26  0.635036104
  0.27  0.631927313
  0.28  0.628710448
  0.29  0.625386505
  0.3  0.621956511
  0.31  0.618421523
  0.32  0.614782629
  0.33  0.611040942
  0.34  0.607197607
  0.35  0.603253794
  0.36  0.599210701
  0.37  0.59506955
  0.38  0.590831589
  0.39  0.586498093
  0.4  0.582070355
  0.41  0.577549694
  0.42  0.57293745
  0.43  0.568234984
  0.44  0.563443674
  0.45  0.558564918
  0.46  0.553600133
  0.47  0.548550749
  0.48  0.543418214
  0.49  0.538203986
  0.5  0.532909539
  0.51  0.527536356
  0.52  0.522085928
  0.53  0.516559757
  0.54  0.510959349
  0.55  0.505286214
  0.56  0.499541865
  0.57  0.493727818
  0.58  0.487845582
  0.59  0.481896667
  0.6  0.475882573
  0.61  0.469804792
  0.62  0.463664805
  0.63  0.457464075
  0.64  0.451204048
  0.65  0.444886148
  0.66  0.438511769
  0.67  0.432082277
  0.68  0.425598998
  0.69  0.419063217
  0.7  0.412476168
  0.71  0.405839032
  0.72  0.399152921
  0.73  0.392418872
  0.74  0.38563784
  0.75  0.378810677
  0.76  0.371938124
  0.77  0.365020788
  0.78  0.358059127
  0.79  0.35105342
  0.8  0.34400374
  0.81  0.336909918
  0.82  0.329771499
  0.83  0.322587687
  0.84  0.315357277
  0.85  0.308078571
  0.86  0.300749264
  0.87  0.293366304
  0.88  0.285925698
  0.89  0.278422256
  0.9  0.270849227
  0.91  0.263197791
  0.92  0.255456304
  0.93  0.247609144
  0.94  0.239634851
  0.95  0.231502958
  0.96  0.223168091
  0.97  0.214557701
  0.98  0.205541678
  0.99  0.195829823
  1.  0.183939721
  1.01  0.
